job_title,experience_years,education_level,skills_count,industry,company_size,location,remote_work,certifications,salary
8,11,4,11,9,0,2,2,3,200647
9,2,3,7,1,3,1,0,4,164140
0,14,1,17,8,4,4,1,5,148509
3,7,3,10,6,3,2,1,3,143302
4,19,0,12,4,4,5,2,4,151985
0,8,2,10,7,1,1,0,1,184936
2,15,2,15,0,0,5,0,3,142700
7,1,2,17,6,3,5,2,3,118877
8,17,0,16,2,2,1,2,5,175796
11,11,4,7,8,3,2,0,5,153255
10,10,0,12,1,0,0,0,3,172425
8,1,3,12,2,0,6,2,5,137197
9,19,3,7,1,1,5,1,4,199287
2,12,4,18,8,1,1,1,0,174483
2,9,1,15,4,3,6,1,4,98142
6,9,4,10,5,4,6,2,1,128128
9,8,1,13,5,2,4,1,5,146383
8,19,0,19,5,3,0,0,3,147487
2,20,3,4,9,4,3,1,2,86721
2,11,4,17,4,1,7,0,2,157682
0,10,3,4,9,3,1,1,1,182151
3,11,1,7,2,1,0,1,5,148157
10,14,2,1,8,2,3,1,5,100668
5,9,2,6,4,3,9,1,3,114175
5,1,4,12,1,4,1,0,3,119370
7,5,4,13,4,1,7,2,2,174327
10,19,3,7,1,4,3,0,1,105240
2,3,2,11,1,3,3,1,5,47908
0,6,1,9,5,1,7,2,0,157379
2,16,2,13,4,4,6,1,1,100529
11,18,1,13,7,3,3,2,0,100439
4,1,3,5,3,2,6,1,1,119609
11,10,0,4,7,2,4,1,3,126048
4,5,1,6,6,4,2,0,3,119068
1,16,3,12,6,2,8,2,3,184310
0,18,0,17,5,2,4,1,1,178056
2,17,0,7,9,3,0,2,1,120239
4,11,3,10,7,2,0,1,4,147273
10,12,0,12,1,4,3,0,1,89432
4,18,1,13,7,1,9,2,1,218363
8,5,0,13,6,1,8,2,5,143004
0,8,1,9,9,4,8,1,0,139653
11,14,2,1,7,1,5,2,0,128259
7,0,2,10,7,0,7,0,0,113691
8,6,1,2,0,0,9,2,3,153249
11,13,1,11,9,3,8,1,0,136945
1,1,0,15,9,3,2,1,5,110292
1,1,4,17,2,4,9,0,2,151081
10,0,4,18,1,3,1,1,2,162637
7,16,1,18,6,3,3,0,4,95685
0,20,0,13,9,4,9,2,3,224602
8,7,3,8,4,3,5,0,2,115959
3,7,2,15,2,4,6,0,5,113637
3,17,1,7,4,0,8,2,5,213609
9,8,4,4,0,3,0,0,1,143125
3,2,0,5,0,4,9,2,4,137594
8,9,0,8,0,1,2,0,0,140064
10,16,4,10,5,2,7,0,5,180143
8,20,1,12,8,4,8,1,2,143403
9,11,1,13,4,1,6,2,3,162013
1,10,0,11,5,1,9,1,3,179779
6,11,1,2,0,2,0,2,1,121725
1,14,2,10,4,1,5,2,1,146335
6,9,1,12,1,2,1,1,1,149758
2,4,4,14,8,1,2,2,5,150894
9,1,3,12,2,2,8,2,5,164802
1,3,2,15,3,4,6,2,0,83000
7,17,3,2,8,1,8,2,0,202894
2,4,2,16,0,4,8,1,4,94505
8,19,1,15,0,2,9,1,3,182014
11,0,2,2,7,2,1,2,2,106542
1,15,3,16,0,0,6,0,2,188144
0,18,3,2,6,2,9,0,1,233266
1,10,0,13,5,0,7,2,5,164340
11,3,4,14,1,4,8,2,2,136129
2,16,2,4,4,2,6,1,5,118496
7,6,3,3,8,0,8,2,4,184165
5,20,2,14,6,1,8,2,3,169455
8,6,2,15,6,1,5,2,5,129137
3,4,0,7,1,0,5,1,3,144921
0,13,1,11,7,1,4,1,5,189707
0,4,1,19,1,3,3,2,4,101716
9,2,1,16,9,3,6,1,2,119177
5,11,0,3,9,4,7,0,0,88742
7,1,4,13,5,2,4,2,1,134580
5,14,2,17,2,3,9,0,5,139968
3,20,2,10,0,0,3,0,0,125382
2,8,1,9,8,2,5,0,1,97401
2,19,3,8,4,4,9,1,5,170778
11,15,4,12,9,3,6,0,2,147364
3,11,3,10,9,2,2,2,1,163676
7,12,2,5,1,3,0,2,0,115404
2,8,1,12,8,2,9,2,1,135728
5,3,1,10,8,3,6,0,1,80405
10,18,2,1,4,2,4,0,1,137557
3,9,3,16,8,0,9,1,2,234495
10,7,2,12,9,3,0,1,1,119685
2,11,1,12,7,1,5,2,5,137900
6,1,0,16,3,3,0,1,1,104934
9,9,4,8,4,3,5,2,3,158449
5,8,0,6,9,4,3,0,1,59858
3,14,0,3,8,0,5,1,4,183105
11,19,4,9,0,0,3,1,5,149686
10,7,3,3,7,4,6,0,5,128009
11,13,1,18,2,2,1,1,0,158706
6,7,4,17,9,4,6,2,1,127970
7,4,2,8,4,2,8,1,1,111105
7,16,4,2,7,3,3,2,5,107857
3,6,3,13,8,0,8,0,3,192010
3,20,2,19,4,0,3,2,1,138506
10,20,2,19,2,1,9,2,0,246150
1,9,4,19,2,4,3,0,4,92795
0,3,1,12,9,4,1,0,3,156394
3,3,4,9,3,1,9,2,5,216729
9,18,0,3,8,2,9,2,4,216681
11,20,0,1,4,3,1,2,1,168920
4,9,4,18,7,0,1,0,0,212647
9,13,2,8,2,0,5,2,5,188917
3,10,3,9,6,1,5,1,3,164706
4,6,0,15,7,1,9,1,3,181850
0,13,2,16,8,3,1,1,5,177094
7,15,3,19,9,4,8,2,2,179132
2,19,0,7,8,1,3,2,1,107438
4,19,3,13,6,0,1,0,4,244964
8,10,4,16,6,3,6,0,5,143881
0,8,0,16,6,3,9,2,2,196903
10,13,0,8,0,2,1,2,4,180253
5,1,3,10,2,3,1,0,5,109404
11,14,3,16,6,3,5,2,1,140582
10,17,2,7,9,2,9,1,1,185165
2,15,3,12,6,3,1,0,5,161514
11,4,0,15,1,2,9,1,5,163834
6,4,3,2,1,4,1,0,1,130118
10,19,1,7,0,3,6,1,2,142130
8,5,3,5,7,0,0,0,3,136731
9,1,2,18,6,4,9,0,0,135602
1,3,1,2,8,0,7,0,0,104749
4,18,2,5,4,2,4,1,1,149428
2,18,0,2,8,0,8,1,4,170007
10,7,3,12,8,3,2,0,2,141208
8,7,0,3,1,2,6,0,4,102336
11,4,0,1,1,3,8,0,2,107880
6,7,3,9,9,3,9,2,0,166417
2,17,3,6,9,0,2,0,4,183175
6,12,0,10,3,4,3,0,3,81873
5,6,2,3,6,4,6,1,3,71303
10,11,0,6,1,1,6,1,3,151791
11,3,3,5,1,1,2,2,1,143234
0,5,3,16,6,0,1,0,1,225764
9,14,1,13,2,4,0,2,2,140576
2,18,1,9,0,3,4,2,2,120336
2,18,3,15,5,3,7,1,4,139725
1,6,3,5,7,1,0,0,0,132579
9,0,4,16,8,0,3,0,0,121012
0,14,1,6,5,1,7,1,4,173150
5,19,2,3,9,3,2,1,4,122106
0,14,1,8,9,1,7,0,4,176307
5,17,2,18,1,4,7,1,0,110805
8,7,0,6,9,4,6,2,0,99637
3,18,3,13,4,3,9,2,5,223655
7,7,3,5,8,2,0,0,2,134236
11,19,2,5,2,3,9,1,2,153927
1,18,2,3,7,3,0,2,4,135701
4,0,4,18,2,0,8,0,4,184664
9,6,4,8,5,4,2,1,0,150460
10,14,0,17,1,3,0,0,4,160071
4,11,0,5,6,2,3,1,1,84022
6,16,3,13,6,3,3,1,2,108112
2,20,0,9,7,4,4,0,3,119634
0,5,1,19,0,0,1,2,1,222616
5,2,3,10,2,3,3,2,4,64643
6,20,1,9,8,3,1,0,1,170686
11,3,3,4,5,3,3,1,2,76330
5,3,3,6,5,2,4,1,5,101686
0,0,3,10,4,2,0,1,2,150080
10,1,4,17,5,3,1,0,2,161791
7,11,4,3,5,2,2,0,0,167294
6,2,2,19,0,4,9,0,0,124451
2,18,1,3,1,2,0,2,0,109788
2,2,2,11,8,4,6,2,5,77500
11,19,3,18,9,3,5,0,0,155655
10,4,4,8,7,3,4,0,5,140472
4,9,1,17,1,1,9,1,3,177140
3,16,1,19,3,0,4,0,3,188812
8,12,2,12,4,2,7,1,0,112946
2,19,1,8,7,2,9,1,4,173104
4,15,1,10,0,0,4,1,5,174792
6,9,0,15,8,2,9,0,2,178586
0,13,3,8,8,2,2,2,5,200934
11,1,1,19,9,1,2,2,0,133229
5,13,3,8,1,4,2,2,1,129398
3,7,0,2,5,2,9,2,0,156890
6,11,4,1,1,0,4,1,5,181826
2,13,3,13,5,1,1,2,2,173042
7,20,4,7,1,0,8,0,4,253445
0,19,2,7,3,4,8,1,1,172492
4,5,0,19,0,1,3,1,0,104173
0,7,3,19,8,2,0,1,4,164718
4,15,1,1,7,1,5,1,3,148477
8,15,2,9,9,3,1,0,1,139469
10,15,4,5,7,2,7,1,3,167211
8,17,2,4,8,3,3,0,3,77055
10,17,2,2,6,2,5,2,0,142286
3,1,0,6,0,4,4,0,2,95162
2,0,0,10,5,1,0,1,2,98726
7,16,4,15,3,2,0,0,2,167911
2,12,1,19,1,4,5,2,5,115539
10,13,0,1,5,2,0,1,4,149608
6,12,2,3,6,4,4,2,5,117687
0,6,3,10,7,0,7,1,0,192011
6,11,1,2,3,1,7,0,0,135573
7,2,2,17,5,1,3,2,4,90838
2,12,2,18,5,4,3,2,2,78007
3,10,2,9,9,0,0,2,5,153997
10,8,4,7,8,2,9,1,1,202606
6,9,4,16,3,2,9,0,0,197661
6,16,3,2,7,3,1,0,4,166487
0,6,2,6,0,1,3,2,4,97281
8,12,2,1,5,3,5,1,2,103338
5,14,2,5,2,1,0,2,4,118039
6,18,2,13,6,3,0,1,2,131206
2,5,4,19,9,0,8,0,0,171399
7,9,4,19,8,4,9,0,1,182739
0,20,2,19,9,4,6,0,3,158404
5,6,1,18,5,3,3,1,1,58066
4,4,1,18,6,2,5,1,3,130933
3,11,0,6,4,4,2,1,2,119581
9,15,1,8,8,1,7,1,5,176379
11,20,4,3,8,3,5,0,5,170051
10,16,1,11,3,1,8,2,1,197789
11,17,1,14,5,1,0,1,4,152306
6,7,3,11,2,4,0,2,1,127847
3,2,3,4,6,0,0,2,0,136942
4,2,3,19,4,3,5,0,2,122664
2,13,1,3,8,3,7,0,1,95068
1,6,1,11,7,3,4,2,1,103824
1,20,3,1,5,4,2,2,3,164615
7,13,1,9,5,1,3,0,3,106166
1,15,2,14,1,1,9,0,4,186705
8,5,1,8,7,1,3,2,3,87993
7,9,2,17,8,1,9,2,2,184049
10,18,0,6,7,0,6,1,5,190226
1,20,2,3,7,3,7,0,1,128278
0,10,0,4,0,4,0,2,3,141423
6,17,2,16,9,4,9,2,4,185196
6,14,3,19,3,3,7,1,4,147691
11,14,4,18,2,2,2,0,3,185681
11,9,4,1,1,1,0,2,2,154514
4,3,2,17,8,2,0,1,1,114518
2,1,3,9,2,3,3,0,1,54934
2,10,3,6,6,3,7,2,4,120198
7,15,0,17,4,4,0,2,3,144393
7,10,0,17,9,1,4,0,2,142275
0,3,1,10,6,0,5,2,4,169095
9,0,2,9,8,0,1,2,2,163174
8,19,0,10,9,0,1,0,2,202618
10,7,3,18,6,3,5,2,1,142441
2,19,4,15,7,2,6,1,0,152249
4,11,0,1,2,4,8,0,3,139859
6,3,4,3,6,3,9,0,4,166776
10,18,2,3,3,4,0,2,4,135342
9,8,2,16,9,2,8,1,3,163365
0,5,3,5,7,1,7,2,5,167742
4,4,2,18,6,3,0,1,1,106214
1,11,3,7,6,0,6,0,4,162344
7,20,1,16,1,0,1,2,4,242356
11,14,2,10,1,0,6,0,1,142752
3,2,0,3,4,4,5,0,4,108404
4,5,3,4,5,2,2,2,2,141412
2,17,4,5,5,2,4,2,0,139111
11,18,3,4,5,0,7,1,1,185608
10,12,3,18,5,1,1,0,4,214125
0,1,0,5,4,4,3,0,1,78479
7,13,2,17,7,2,1,2,3,177828
3,15,3,4,9,3,4,0,1,143838
9,5,0,15,0,3,8,0,4,154866
4,15,3,14,0,0,3,2,5,138752
11,7,3,16,2,0,0,2,0,164574
1,18,3,14,6,0,9,0,0,242477
7,19,3,4,7,4,8,1,0,167115
11,5,1,14,8,1,2,0,4,136017
1,5,0,11,3,0,3,0,3,99839
0,18,3,12,7,2,4,1,0,185917
8,9,3,4,2,4,1,1,1,131670
9,16,1,15,2,1,8,0,2,207527
9,15,3,13,7,1,4,1,2,181502
9,4,2,2,9,0,0,0,5,141499
9,3,1,14,4,3,8,0,2,145963
8,1,0,9,2,0,3,2,3,86516
5,8,2,1,2,0,8,1,4,118101
11,0,3,2,2,2,2,0,0,111753
6,17,1,6,9,4,0,1,4,117054
1,15,0,12,7,2,2,0,4,146047
7,6,4,15,1,2,7,1,3,156984
3,1,3,17,2,1,3,1,1,95799
1,8,3,2,3,2,1,1,0,138395
9,2,1,8,6,0,9,1,1,175855
0,7,1,9,4,2,1,0,3,175730
4,12,2,12,9,2,4,2,1,135834
4,9,4,16,3,4,5,0,1,138714
10,16,0,4,4,2,4,0,4,151690
5,11,0,4,6,0,1,1,3,152624
7,18,4,18,6,4,0,0,1,156720
8,1,2,18,8,1,2,2,5,131802
3,8,2,9,7,0,0,1,0,148208
8,16,1,17,4,1,8,1,2,172152
6,20,1,13,3,4,0,1,3,140607
7,2,1,2,5,1,8,0,1,136135
9,10,1,14,4,3,9,1,5,177750
5,16,0,4,2,4,8,0,0,117117
11,15,1,4,1,2,0,2,3,135956
10,10,1,14,2,1,9,1,2,205406
10,1,1,16,5,1,7,1,0,124852
6,0,2,17,6,2,7,0,5,108978
9,1,4,1,7,0,6,2,0,164639
9,15,3,14,4,2,4,0,0,166863
7,10,4,9,1,2,5,2,4,167541
2,14,2,6,4,4,0,1,3,84107
0,17,1,11,6,4,4,1,2,150202
0,15,0,18,8,3,4,0,2,155228
7,8,3,12,2,0,8,1,3,196088
9,5,1,5,9,1,1,0,5,174234
2,1,1,11,3,0,0,2,0,101782
2,1,4,15,6,2,8,2,2,122329
8,4,2,12,2,2,4,0,2,99514
0,14,0,1,9,4,6,1,2,148502
1,4,1,9,4,0,5,2,2,131564
5,10,1,19,3,0,9,1,4,184409
1,8,2,8,2,3,3,1,2,70901
10,17,0,7,2,2,1,0,4,187570
9,13,0,3,6,3,3,0,3,101584
6,0,1,14,2,3,7,0,2,98223
3,10,2,14,7,0,6,2,2,146744
7,13,2,5,5,2,6,1,1,130242
11,13,3,17,2,0,3,0,5,126416
2,5,2,8,7,3,6,1,5,90701
3,8,3,6,5,2,7,2,5,145034
6,15,1,16,6,3,2,2,1,153018
9,16,0,1,9,2,0,1,2,157312
9,7,0,17,8,2,6,2,2,147525
1,4,2,17,2,4,6,1,4,88724
4,16,1,18,4,4,7,2,2,144162
5,7,3,1,7,1,2,2,4,131488
8,5,1,10,1,4,2,0,5,103565
7,13,1,7,8,3,7,1,1,118753
7,15,3,5,1,3,6,1,5,146422
9,15,3,1,4,4,8,0,1,152037
6,20,3,8,5,0,7,1,2,192794
9,16,2,9,6,3,9,1,0,177750
3,6,1,4,7,2,2,2,5,136704
0,7,1,10,9,3,2,2,2,157859
11,0,1,15,4,1,2,2,1,123984
1,5,3,12,7,2,5,1,0,113891
6,5,2,9,1,1,3,0,5,87084
6,5,2,8,2,3,1,0,5,126393
4,0,2,3,5,4,3,0,3,55055
8,5,4,11,6,2,8,0,4,145213
0,1,2,1,0,1,5,1,4,136399
2,19,1,12,8,2,3,2,4,93699
7,8,4,7,8,1,0,1,0,159417
4,15,1,2,9,1,2,2,2,154169
6,16,0,1,5,4,9,1,5,162785
5,13,1,9,7,2,9,0,3,147061
5,18,1,5,2,1,7,2,0,136314
10,18,1,10,2,1,1,0,3,210982
2,16,4,5,0,1,4,0,0,145791
4,10,1,13,4,1,9,0,1,183176
0,7,0,14,7,0,4,2,5,191689
6,7,3,9,9,2,9,2,4,185000
3,14,3,9,4,1,7,2,5,171146
0,2,0,15,8,1,6,2,1,156822
3,5,3,4,2,1,9,0,0,185203
8,11,1,7,4,1,4,1,5,126187
11,11,2,2,2,4,8,1,2,112153
7,8,2,15,6,3,4,1,2,111243
6,3,2,14,3,3,8,1,0,111465
1,5,3,16,3,1,8,0,0,162630
5,2,1,13,1,3,9,1,5,114935
11,20,1,4,2,1,8,0,4,176448
10,6,2,12,1,0,2,2,4,173869
8,8,2,14,3,4,1,2,3,110444
10,0,1,14,9,3,0,1,5,108912
0,4,2,12,1,0,3,1,1,118849
1,7,3,12,5,4,8,2,4,137827
7,3,1,5,9,3,8,2,3,122094
9,1,2,18,7,3,7,2,5,125344
6,4,1,14,2,4,7,1,0,99054
7,13,1,5,0,0,3,0,4,113942
7,14,3,15,0,4,1,1,1,168705
8,11,2,7,8,0,1,1,0,148190
4,16,3,8,7,1,6,2,4,186783
10,12,4,9,3,2,6,1,1,166712
10,14,1,6,2,3,0,1,2,126421
7,11,2,2,1,4,2,2,0,120508
7,16,4,19,8,3,2,1,1,181982
11,4,3,10,9,1,8,2,5,167622
2,5,0,10,6,3,0,0,5,91773
11,1,1,10,3,2,9,1,1,130412
8,0,3,3,9,2,3,0,5,63478
2,0,0,8,4,4,9,1,3,95600
0,15,2,14,5,3,7,2,5,168277
7,18,4,10,2,2,4,0,3,169473
8,7,1,15,0,0,4,0,1,138283
7,6,2,10,3,2,6,1,2,106052
4,19,3,8,9,0,6,1,3,202201
3,19,0,17,8,3,1,0,3,186781
10,17,3,9,4,1,9,1,3,242917
8,19,1,5,2,4,6,2,3,123315
9,9,1,17,9,2,6,1,4,143376
11,1,0,10,9,2,8,0,1,121032
10,5,3,9,2,2,4,0,3,128007
7,17,4,8,8,2,5,0,1,171514
11,16,3,6,4,4,2,2,1,152177
9,10,3,3,6,0,1,1,3,210844
6,16,3,14,3,1,0,1,0,165264
7,16,2,17,2,4,1,2,1,154613
3,17,4,1,1,4,3,0,2,100958
5,15,3,9,7,0,1,0,1,185449
3,10,4,7,0,1,0,2,0,173990
7,15,3,8,4,3,9,2,3,199489
11,19,4,14,1,4,8,2,2,178915
6,10,2,3,8,0,0,1,2,145002
3,17,1,4,4,1,7,0,5,167066
6,3,3,14,5,1,4,2,4,150819
7,9,1,12,9,3,5,2,3,131256
4,1,2,2,9,1,1,2,3,129754
6,10,4,16,5,4,7,0,5,141414
2,2,2,7,7,0,6,2,3,91766
5,0,3,7,6,2,9,1,1,119656
8,12,4,13,1,3,8,0,2,160016
10,3,0,5,5,0,7,1,2,145988
4,9,3,9,7,0,6,2,4,178252
8,6,1,2,7,4,4,2,1,92702
1,9,4,1,2,0,9,0,4,209710
3,16,2,1,9,2,8,0,4,154716
6,6,0,10,8,2,2,2,4,147423
5,5,3,14,2,0,9,2,4,176995
4,1,3,6,7,1,1,0,3,153374
8,5,2,4,1,4,5,0,3,81818
0,20,4,10,7,2,3,2,3,141891
11,17,1,18,0,4,3,1,4,100358
0,13,2,5,6,2,5,1,2,155261
0,18,2,17,5,0,4,1,0,200096
1,4,3,2,5,2,8,1,1,127163
6,11,3,10,7,4,6,2,4,143762
7,8,0,3,2,0,5,1,0,146896
2,11,0,8,5,2,2,0,4,117624
1,8,2,13,5,2,4,1,5,114441
5,0,1,7,6,2,5,1,0,69334
6,13,3,10,7,0,4,0,0,171463
4,16,4,15,7,0,1,0,4,247671
3,14,3,16,6,2,6,0,1,167539
4,6,4,19,6,3,7,2,1,151177
2,13,1,5,2,4,9,2,2,132159
2,15,2,13,4,3,9,1,5,145115
8,14,1,12,3,2,8,1,2,146225
4,14,2,8,4,2,0,0,2,141847
8,17,3,8,3,1,5,2,2,167395
6,11,0,19,3,4,3,0,5,90123
9,7,3,8,0,0,7,1,4,180673
2,14,0,7,9,1,7,0,5,136671
11,19,3,17,6,0,8,2,3,233678
10,17,1,10,1,0,3,2,0,119916
11,5,1,2,7,3,6,0,3,104575
2,4,1,16,1,0,5,2,4,114665
5,19,1,9,0,4,9,1,5,150694
0,20,3,8,9,2,3,2,1,136154
4,1,2,9,7,2,0,2,4,105317
4,11,4,17,1,1,9,0,2,233399
7,20,0,12,0,3,5,2,5,161648
9,4,1,7,5,3,5,1,3,116985
3,10,0,16,3,4,8,0,1,139762
0,15,3,14,4,3,8,1,1,195150
3,15,0,16,8,2,2,2,0,178321
6,4,2,12,1,1,5,0,0,108594
1,3,2,15,6,4,0,1,0,80119
0,11,2,11,0,2,1,2,4,189440
5,18,0,14,9,2,7,0,4,142988
5,14,1,5,9,0,6,2,5,147437
11,12,2,18,6,3,0,0,4,127599
5,4,1,4,4,1,2,0,3,100977
6,17,2,5,9,3,3,2,2,94078
6,11,4,14,2,0,6,1,1,189250
9,12,1,19,0,2,8,2,2,184778
0,9,3,8,8,3,0,0,1,143124
0,16,3,7,0,2,0,1,1,186536
11,0,0,4,1,2,5,2,2,104929
8,9,1,13,3,4,2,1,0,115944
2,2,2,18,3,1,1,2,1,118645
10,17,0,1,8,1,7,0,0,158773
7,3,2,17,9,1,4,2,2,131374
3,18,2,16,3,2,4,2,3,157628
0,8,2,4,0,1,2,1,3,172119
7,6,4,13,7,0,4,0,0,169221
4,16,1,9,4,2,1,1,0,157436
1,7,4,2,1,1,1,2,3,183239
1,2,1,8,0,0,2,1,1,129245
4,17,3,13,9,0,3,0,0,136315
7,3,0,5,2,0,0,0,3,144316
1,17,4,5,0,3,5,1,5,159787
11,0,2,11,9,1,9,1,0,125319
4,17,1,19,3,2,6,2,0,154366
6,2,2,1,4,3,5,0,1,82362
11,6,1,2,7,1,5,2,1,119747
10,16,3,19,6,1,2,1,0,188816
1,18,0,9,0,4,4,1,1,129529
10,17,2,1,7,2,3,1,1,93840
5,3,3,14,2,1,5,1,0,109203
9,1,2,13,8,4,1,2,3,125630
8,16,2,10,5,2,0,2,1,128311
11,17,4,5,6,1,8,1,0,202081
4,13,3,12,7,0,8,1,4,215716
4,6,1,5,2,3,2,1,0,112035
6,16,1,19,3,3,5,1,5,142703
8,18,1,11,2,4,4,0,2,112972
11,4,4,7,8,0,9,2,5,212051
2,18,2,3,4,0,9,2,1,177273
6,10,1,18,1,3,5,1,2,130542
3,15,2,15,2,2,5,0,0,144690
8,3,3,6,0,3,1,1,2,115618
2,4,0,18,6,1,9,1,4,145343
3,9,1,19,3,2,0,2,2,136751
2,14,0,4,4,0,5,0,4,132739
1,18,0,6,3,4,9,2,4,170594
5,9,4,3,0,2,3,0,4,92066
11,1,3,2,6,4,4,2,0,102635
4,4,2,13,9,0,6,0,1,134313
10,8,0,4,8,4,9,0,1,155028
9,6,1,9,1,0,5,1,4,154750
11,19,1,11,6,3,6,2,1,142015
9,17,4,10,9,2,4,2,0,184986
0,1,4,18,7,2,4,0,5,157947
9,8,4,16,7,3,1,1,2,187182
10,1,2,9,1,0,7,2,2,132490
11,0,2,17,6,2,2,0,2,107262
4,16,4,9,8,0,6,1,1,195947
8,18,0,15,7,2,0,1,3,145710
2,7,3,19,6,0,0,2,0,148998
11,14,3,7,2,1,9,1,2,217121
11,18,4,5,3,1,7,0,5,185935
5,16,2,9,2,4,8,0,2,122447
3,4,2,11,5,2,7,1,5,117795
3,10,4,7,3,4,8,1,0,159325
3,11,3,12,3,2,8,2,4,179469
8,18,3,7,4,4,7,0,2,133518
7,20,0,1,0,1,4,2,3,183251
5,9,0,5,9,3,0,2,1,99019
6,5,0,8,1,4,2,2,0,115329
4,6,2,12,5,3,9,2,2,154994
4,17,0,19,9,4,3,1,5,99294
10,9,4,4,9,1,9,0,1,226727
11,4,2,6,6,2,5,0,5,107340
10,12,0,11,7,1,3,1,2,110164
6,11,2,19,2,0,7,2,1,159123
1,2,2,6,4,2,6,0,4,101738
9,1,2,3,9,4,6,0,4,96228
8,5,2,16,6,4,2,1,5,99617
1,1,2,3,9,3,3,2,3,57861
10,8,3,17,0,3,0,1,3,139496
0,12,4,8,9,2,2,2,5,210746
1,16,1,14,4,3,0,2,5,146134
1,20,4,16,3,4,1,1,2,185845
9,6,2,8,7,0,9,0,5,190467
2,8,3,17,1,0,7,2,0,143290
6,16,4,17,8,2,6,0,4,173546
4,12,0,18,8,0,2,1,1,178974
10,11,4,16,9,4,8,1,3,174805
5,18,4,15,0,4,0,1,5,134762
0,6,1,2,4,3,2,0,2,132575
1,8,3,17,0,1,5,2,1,149082
7,15,3,4,1,0,5,2,3,199644
2,20,2,1,3,2,9,2,1,160972
11,12,3,13,4,1,0,2,2,156617
3,4,1,1,9,0,5,2,3,142497
2,0,2,13,1,2,3,2,5,63752
3,8,4,9,0,2,0,2,2,154393
8,10,4,19,2,2,9,0,3,187926
8,4,4,19,6,2,8,1,5,159085
3,7,3,4,3,0,7,0,0,159911
9,11,3,16,9,0,7,2,5,204092
4,2,4,14,5,1,7,1,1,151898
9,7,1,4,8,0,7,0,2,167220
5,8,3,9,6,3,9,2,2,147414
0,10,1,10,8,4,1,2,0,159764
7,6,0,16,5,0,1,1,0,172818
0,16,3,13,2,2,6,0,4,193983
0,14,3,5,1,1,6,2,5,199590
10,10,4,3,9,2,5,1,5,162354
7,2,1,5,0,3,9,2,2,135872
8,19,2,11,5,2,1,1,1,153461
3,16,3,19,5,2,4,0,1,166505
3,17,4,12,1,4,0,1,0,148790
7,10,4,14,1,1,2,0,0,176403
2,9,2,18,2,1,6,1,2,113943
0,6,1,6,7,1,0,0,3,148741
2,8,2,3,2,3,2,2,1,89965
11,13,0,14,6,2,8,1,4,158715
10,12,4,7,7,3,0,1,1,159836
8,1,3,13,5,0,0,0,4,142582
4,15,1,12,2,2,4,2,3,153769
8,12,4,14,2,2,2,1,0,162570
9,6,4,14,0,0,6,1,1,188889
11,4,3,13,4,3,0,2,4,127535
3,20,3,13,0,3,9,1,1,201061
7,16,2,15,1,2,0,1,3,140814
8,19,4,12,1,2,9,0,3,216184
5,7,0,9,3,2,7,2,1,100947
10,6,1,2,6,4,4,0,1,109477
4,6,3,11,9,3,6,2,2,125355
4,12,3,17,4,1,6,0,5,168677
7,8,3,12,9,3,2,2,0,150561
5,13,2,13,2,3,9,2,2,136255
7,7,2,7,6,3,0,0,2,104215
0,2,1,12,6,4,9,2,3,165574
6,19,1,7,4,2,8,2,5,180078
8,20,1,17,3,1,5,2,5,163920
3,3,2,2,7,2,6,2,5,106021
0,14,3,13,3,3,9,1,5,231084
4,11,2,14,5,3,8,0,0,133760
11,1,4,7,7,3,6,1,5,117844
7,15,2,7,6,3,1,2,4,160614
3,13,1,16,4,4,4,2,3,137876
8,4,0,17,8,1,8,2,3,154027
7,12,0,15,4,0,9,1,0,219784
5,14,1,3,9,4,0,1,4,95816
3,16,0,18,0,3,1,2,5,186328
6,15,3,10,8,4,3,0,5,93890
0,9,1,4,9,0,3,1,1,122168
1,16,3,14,6,3,7,2,0,150089
9,16,1,5,3,2,8,2,3,180060
2,15,0,10,1,3,1,2,3,149173
11,8,2,3,6,4,6,0,0,88134
1,5,4,19,5,1,4,1,0,149152
10,14,3,16,0,0,8,2,4,245091
5,5,0,14,7,2,8,0,1,105818
0,12,1,13,6,3,7,1,3,150857
11,17,4,16,9,1,8,2,2,222340
0,19,4,11,5,0,3,1,0,169167
4,18,2,16,2,1,6,0,4,173074
1,6,2,11,2,3,2,0,2,110134
3,17,3,13,7,1,3,2,3,134696
7,10,1,7,1,0,8,0,4,180324
5,9,1,3,8,0,6,1,0,113136
9,16,2,13,3,0,3,0,0,136459
4,0,0,19,3,4,3,1,5,69543
11,19,0,2,2,4,4,1,4,123925
7,8,4,9,5,0,6,0,3,174935
1,15,3,16,6,1,8,2,0,196788
9,16,1,11,5,2,3,0,0,106611
0,8,3,8,0,4,4,2,1,142793
3,6,2,4,1,3,1,2,2,127465
9,1,1,11,0,4,3,0,0,77437
8,18,4,15,7,4,4,1,2,140417
6,3,2,10,6,1,1,2,5,145866
9,15,2,8,4,3,5,2,4,140101
0,9,3,2,3,2,0,0,1,156839
5,5,0,15,8,4,6,2,1,87488
1,18,4,18,8,4,3,0,4,108418
1,5,4,17,4,3,5,1,5,130062
6,7,3,18,2,2,2,0,4,154439
10,3,3,10,3,4,5,1,5,126905
5,3,4,18,8,2,3,1,5,84257
6,15,3,3,3,1,8,1,1,181859
10,10,4,5,5,0,5,1,4,197645
